"","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP"
"1074",25,6,"UP","0625HO001",NA,NA,"","",25,6,"UP","0625HO001","","",25,6,1,5,0,"PM",1,0,0,0,"0","","BAYTOWN","0.25",48,86
"1075",25,6,"CSX","000225363",NA,NA,"","",25,6,"CSX","000225363","","",25,6,8,4,5,"PM",1,0,0,0,"0","","CUMBERLAND","0178.0",24,70
"1076",25,6,"UP","0625GP014",25,6,"BNSF","PR0625105",25,6,"UP","0625GP014","","",25,6,6,7,47,"PM",1,0,0,0,"0","","HOT SULPHUR SPGS","86.74",8,54
"1077",25,5,"CSX","000224716",NA,NA,"","",25,5,"CSX","000224716","","",25,5,6,8,55,"AM",1,0,0,0,"0","","CORFU","0415.7",36,65
"1078",25,5,"CSX","000225103",NA,NA,"","",25,5,"CSX","000225103","","",25,5,20,2,58,"PM",1,0,0,0,"0","","MEADOW BRIDGE","0004.3",54,73
"1079",25,5,"GTW","1724312",NA,NA,"","",25,5,"CSX","000224670","","",25,5,1,10,49,"PM",1,0,0,0,"0","","WALBRIDGE","118",39,60
"1080",25,5,"NJTR","202506314",NA,NA,"","",25,5,"NJTR","202506314","","",25,5,4,10,0,"AM",13,0,0,0,"0","","Kearny",".1",34,55
"1081",25,5,"HOB","05302025",NA,NA,"","",25,5,"HOB","05302025","","",25,5,30,3,15,"PM",1,7,7,0,"0","","NEW LONDON","6.6",48,82
"1082",25,5,"CSX","000225157",NA,NA,"","",25,5,"CSX","000225157","","",25,5,28,2,8,"PM",12,0,0,0,"0","","KENNESAW","0029.0",13,80
"1083",25,5,"IC","1726425",25,5,"ATK","186270",25,5,"IC","1726425","","",25,5,10,12,1,"PM",9,0,0,0,"0","","BYRAM","740.01",28,82
"1084",25,5,"CSX","000224670",25,5,"GTW","1724312",25,5,"CSX","000224670","","",25,5,1,10,49,"PM",1,0,0,0,"0","","WALBRIDGE","0118.0",39,60
"1085",25,5,"ATK","186270",NA,NA,"","",25,5,"IC","1726425","","",25,5,10,12,1,"PM",9,0,0,0,"0","","BYRAM","0740.1",28,67
"1086",25,5,"CSX","000224732",NA,NA,"","",25,5,"CSX","000224732","","",25,5,5,9,25,"PM",12,0,0,0,"0","","BUFFALO","0434.0",36,63
"1087",25,5,"UP","0525RM004",NA,NA,"","",25,5,"UP","0525RM004","","",25,5,5,7,20,"AM",9,0,0,0,"0","","POCATELLO","213.61",16,44
"1088",25,5,"CSX","000225092",NA,NA,"","",25,5,"CSX","000225092","","",25,5,25,11,24,"AM",12,0,0,0,"0","","CINCINNATI","0003.0",39,66
"1089",25,5,"MSE","2501DERAIL",NA,NA,"","",25,5,"IC","1725598","","",25,5,28,7,27,"AM",1,0,0,0,"0","","LUCEDALE","37.9",28,80
"1090",25,5,"IAIS","20250510",NA,NA,"","",25,5,"IAIS","20250510","","",25,5,10,2,38,"AM",12,0,0,0,"0","","SILVIS","",17,80
"1091",25,5,"BNSF","CH0525104",NA,NA,"","",25,5,"BNSF","CH0525104","","",25,5,9,5,35,"PM",12,34,0,0,"0","","SMITHSHIRE","201.6",17,75
"1092",25,5,"BNSF","CH0525105",NA,NA,"","",25,5,"BNSF","CH0525105","","",25,5,17,3,7,"PM",1,0,0,0,"0","","CICERO","8.2",17,68
"1093",25,5,"UP","0525MA020",NA,NA,"","",25,5,"TRRA","25024","","",25,5,17,10,8,"AM",1,5,0,0,"0","","EAST ST LOUIS","3.2",17,66
"1094",25,5,"BNSF","CH0525104",NA,NA,"","",25,5,"BNSF","CH0525104","","",25,5,9,5,35,"PM",12,0,0,0,"0","","SMITHSHIRE","201.6",17,75
"1095",25,5,"BNSF","TC0525103",NA,NA,"","",25,5,"BNSF","TC0525103","","",25,5,7,7,53,"AM",1,0,0,0,"0","","CHURCHS FERRY","5.2",38,55
"1096",25,5,"CSX","000224750",NA,NA,"","",25,5,"CSX","000224750","","",25,5,7,12,45,"PM",4,0,0,0,"0","","SELKIRK","0015.0",36,72
"1097",25,5,"CSX","000224641",NA,NA,"","",25,5,"CSX","000224641","","",25,5,1,4,50,"PM",1,0,0,0,"0","","CALERA","0424.5",1,82
"1098",25,5,"PTRA","2025019",25,5,"BNSF","RD0525133",25,5,"PTRA","2025019","","",25,5,27,3,46,"AM",4,0,0,0,"0","","HOUSTON","3.8",48,75
"1099",25,5,"BNSF","RD0525203",NA,NA,"","",25,5,"BNSF","RD0525203","","022674F",25,5,21,7,25,"AM",7,0,0,0,"0","","RICHMOND","56.7",48,78
"1100",25,5,"UP","0525RM002",NA,NA,"","",25,5,"UP","0525RM002","","",25,5,3,6,45,"PM",1,0,0,0,"0","","SALT LAKE CITY","742.0",49,81
"1101",25,5,"BNSF","RD0525109",NA,NA,"","",25,5,"BNSF","RD0525109","","",25,5,12,1,55,"AM",12,0,0,0,"0","","VALLEY BROOK","390.1",40,60
"1102",25,5,"MBTA","2567",NA,NA,"","",25,5,"MBTA","2567","","",25,5,22,9,38,"PM",9,0,0,0,"0","","BEVERLY","22.7",25,47
"1103",25,5,"BNSF","RD0525109",NA,NA,"","",25,5,"BNSF","RD0525109","","",25,5,12,1,55,"AM",12,0,0,0,"0","","VALLEY BROOK","390.1",40,60
"1104",25,5,"ATK","186302",NA,NA,"","",NA,NA,"NS","","","",25,5,10,6,40,"PM",11,0,0,0,"0","","MEBANE","0031.0",37,73
"1105",25,5,"UP","0525LA012",NA,NA,"","",25,5,"UP","0525LA012","","",25,5,13,11,0,"AM",12,0,0,0,"0","","ONTARIO","35.15",6,57
"1106",25,5,"UP","0525MA031",NA,NA,"","",25,5,"UP","0525MA031","","",25,5,30,5,45,"AM",12,20,0,0,"0","","PINE BLUFF","264.6",5,71
"1107",25,5,"CRSH","147006",25,5,"NS","160001",25,5,"CRSH","147006","","362862H",25,5,12,12,30,"AM",7,0,0,0,"0","","SOUTH PLAINFIELD","027.96",34,60
"1108",25,5,"BNSF","SW0525105",NA,NA,"","",25,5,"BNSF","SW0525105","","",25,5,9,7,55,"PM",1,0,0,0,"0","","BELEN","896.0",35,68
"1109",25,5,"UP","0525HO001",NA,NA,"","",25,5,"UP","0525HO001","","",25,5,1,10,9,"AM",12,2,2,0,"0","","HOUSTON","357.5",48,79
"1110",25,5,"PTRA","2025018",NA,NA,"","",25,5,"PTRA","2025018","","",25,5,16,7,37,"PM",1,0,0,0,"0","","HOUSTON","0.6",48,80
"1111",25,5,"ATK","186423",NA,NA,"","",25,5,"CSX","000224911","","",25,5,16,7,53,"AM",9,0,0,0,"0","","GRAND JUNCTION","0058.0",26,82
"1112",25,5,"UP","0525MA031",NA,NA,"","",25,5,"UP","0525MA031","","",25,5,30,5,45,"AM",12,0,0,0,"0","","PINE BLUFF","264.6",5,71
"1113",25,5,"IHB","20252955",NA,NA,"","",25,5,"IHB","20252955","","",25,5,3,9,40,"AM",1,0,0,0,"0","","BURNHAM","4.76",17,49
"1114",25,5,"UP","0525MA009",NA,NA,"","",25,5,"UP","0525MA009","","",25,5,10,9,25,"PM",9,3,0,0,"0","","NORTH LITTLE ROCK","341.37",5,66
"1115",25,5,"BNSF","RD0525118",NA,NA,"","",25,5,"UP","0525HO048","","",25,5,20,3,55,"AM",1,0,0,0,"0","","CORPUS CHRISTI","140.6",48,78
"1116",25,5,"CSX","000224911",25,5,"ATK","186423",25,5,"CSX","000224911","","",25,5,16,7,53,"AM",9,0,0,0,"0","","GRAND JUNCTION","0057.8",26,84
"1117",25,5,"NS","160036",NA,NA,"","",25,5,"NS","160036","","",25,5,14,2,30,"AM",12,0,0,0,"0","","WALKERTOWN","R122.9",37,67
"1118",25,5,"NS","160036",NA,NA,"","",25,5,"NS","160036","","",25,5,14,2,30,"AM",12,0,0,0,"0","","WALKERTOWN","R122.9",37,67
"1119",25,5,"MBTA","2564",NA,NA,"","",25,5,"MBTA","2564","","",25,5,8,8,16,"AM",9,0,0,0,"0","","WELLESLEY","13.5",25,55
"1120",25,5,"MBTA","2563",NA,NA,"","",25,5,"MBTA","2563","","",25,5,2,3,30,"PM",13,0,0,0,"0","","SOMERVILLE","9",25,66
"1121",25,5,"MBTA","2557",NA,NA,"","",25,5,"MBTA","2557","","921956D",25,5,3,11,22,"AM",7,0,0,0,"0","","COHASSET","22.619",25,75
"1122",25,5,"BNSF","PR0525108",NA,NA,"","",25,5,"BNSF","PR0525108","","",25,5,25,7,38,"AM",1,0,0,0,"0","","DENVER","540.2",8,51
"1123",25,5,"UP","0525LA012",NA,NA,"","",25,5,"UP","0525LA012","","",25,5,13,11,0,"AM",12,0,0,0,"0","","ONTARIO","35.15",6,57
"1124",25,5,"BNSF","KS0525104",NA,NA,"","",25,5,"BNSF","KS0525104","","",25,5,6,9,36,"PM",1,11,0,0,"0","","OTTAWA","56.9",20,60
"1125",25,5,"UP","0525HL025",NA,NA,"","",25,5,"UP","0525HL025","","",25,5,31,1,30,"PM",12,0,0,0,"0","","SALINA","184.59",20,87
"1126",25,5,"UP","0525HL025",NA,NA,"","",25,5,"UP","0525HL025","","",25,5,31,1,30,"PM",12,0,0,0,"0","","SALINA","184.59",20,87
"1127",25,5,"UP","0525HL018",NA,NA,"","",25,5,"KCT","U25052230","","",25,5,22,7,14,"PM",1,23,0,0,"0","","KANSAS CITY","8.2",20,68
"1128",25,5,"SLWC","250527004",NA,NA,"","",25,5,"SLWC","250527004","","",25,5,27,11,50,"AM",1,0,0,0,"0","","OKLAHOMA CITY","543.3",40,70
"1129",25,5,"UP","0525HL015",NA,NA,"","",25,5,"UP","0525HL015","","",25,5,18,10,0,"PM",13,2,1,0,"0","","HAVILAND","321.1",20,67
"1130",25,5,"CSX","000225229",NA,NA,"","",25,5,"CSX","000225229","","",25,5,29,2,47,"PM",1,0,0,0,"0","","MONTGOMERY","0489.0",1,84
"1131",25,5,"NS","160092",NA,NA,"","",25,5,"NS","160092","","",25,5,18,6,29,"PM",12,0,0,0,"0","","MACON","242.00",13,75
"1132",25,5,"CSX","000224933",NA,NA,"","",25,5,"CSX","000224933","","",25,5,17,4,50,"AM",9,0,0,0,"0","","GAULEY BRIDGE","0416.3",54,65
"1133",25,5,"CSX","000225213",NA,NA,"","",25,5,"CSX","000225213","","",25,5,31,6,0,"PM",9,72,6,0,"0","","MOUNDSVILLE","0013.4",54,60
"1134",25,5,"CSX","000225091",NA,NA,"","",25,5,"CSX","000225091","","",25,5,24,4,36,"PM",1,0,0,0,"0","","WAYCROSS","0587.0",13,92
"1135",25,5,"SCRF","SCR203025D",NA,NA,"","",25,5,"SCRF","SCR203025D","","",25,5,18,11,45,"PM",1,0,0,0,"0","","DARLINGTON","299.68",45,65
"1136",25,5,"UP","0525TO041",NA,NA,"","",25,5,"UP","0525TO041","","",25,5,26,8,0,"AM",1,0,0,0,"0","","MUSKOGEE","501.97",40,66
"1137",25,5,"EARY","EAR211625D",NA,NA,"","",25,5,"EARY","EAR211625D","","",25,5,27,1,45,"PM",1,0,0,0,"0","","SYLACAUGA","459.6",1,68
"1138",25,5,"CSX","000224732",NA,NA,"","",25,5,"CSX","000224732","","",25,5,5,9,25,"PM",12,0,0,0,"0","","BUFFALO","0434.0",36,63
"1139",25,5,"NS","160087",NA,NA,"","",25,5,"NS","160087","","",25,5,17,11,45,"PM",1,0,0,0,"0","","ATLANTA","148.00",13,70
"1140",25,5,"OTVR","OTV193925D",NA,NA,"","",25,5,"OTVR","OTV193925D","","",25,5,11,10,0,"AM",1,0,0,0,"0","","FERGUS FALLS","52.5",27,76
"1141",25,5,"CPKC","1002321981",NA,NA,"","",25,5,"CPKC","1002321981","","",25,5,7,6,30,"AM",9,33,8,0,"295","","MOREAUVILLE","719",22,74
"1142",25,5,"FEC","X23052925",NA,NA,"","",25,5,"FEC","X23052925","","272120R",25,5,29,9,0,"AM",7,0,0,0,"0","","MELBOURNE","188.7",12,84
"1143",25,5,"BNSF","RD0525117",NA,NA,"","",25,5,"BNSF","RD0525117","","",25,5,10,2,55,"AM",12,0,0,0,"0","","JUSTIN","363.4",48,72
"1144",25,5,"NS","160001",NA,NA,"","",25,5,"CRSH","147006","","362862H",25,5,12,12,11,"AM",7,0,0,0,"0","","MARCUS HOOK","027.96",34,62
"1145",25,5,"MNNR","0525003",NA,NA,"","",25,5,"MNNR","0525003","","",25,5,14,8,10,"AM",1,0,0,0,"0","","MINNEAPOLIS","",27,70
"1146",25,5,"BNSF","RD0525205",NA,NA,"","",25,5,"BNSF","RD0525205","","671991A",25,5,30,4,27,"PM",7,29,0,0,"0","","ADA","547.6",40,77
"1147",25,5,"CSX","000224807",NA,NA,"","",25,5,"CSX","000224807","","",25,5,8,11,30,"AM",12,0,0,0,"0","","DOTHAN","0783.0",1,80
"1148",25,5,"MDDE","250515MDDE",NA,NA,"","",25,5,"MDDE","250515MDDE","","",25,5,15,2,30,"PM",1,0,0,0,"0","","SUDLERSVILLE","18.66",24,85
"1149",25,5,"UP","0525TO040",NA,NA,"","",25,5,"UP","0525TO040","","",25,5,26,8,20,"AM",1,29,0,0,"0","","FORT WORTH","754.94",48,78
"1150",25,5,"UP","0525TO017",NA,NA,"","",25,5,"UP","0525TO017","","416090D",25,5,12,9,38,"PM",7,0,0,0,"0","","WACO","168.64",48,71
"1151",25,5,"BNSF","TC0525102",25,5,"CPKC","1002302944",25,5,"BNSF","TC0525102","","",25,5,1,9,5,"AM",1,0,0,0,"0","","MINNEAPOLIS","11.6",27,55
"1152",25,5,"CPKC","1002302944",NA,NA,"","",25,5,"BNSF","TC0525102","","",25,5,1,9,5,"AM",1,0,0,0,"0","","MINNEAPOLIS","11.6",27,55
"1153",25,5,"CSX","000225046",NA,NA,"","",25,5,"CSX","000225046","","340430X",25,5,22,1,12,"PM",7,0,0,0,"0","","EMERSON","0043.1",13,80
"1154",25,5,"BNSF","RD0525102",NA,NA,"","",25,5,"BNSF","RD0525102","","",25,5,4,12,55,"AM",12,0,0,0,"0","","SILSBEE","150.8",48,62
"1155",25,5,"UP","0525HO048",25,5,"BNSF","RD0525118",25,5,"UP","0525HO048","","",25,5,20,3,55,"AM",1,0,0,0,"0","","CORPUS CHRISTI","140.8",48,78
"1156",25,5,"UP","0525HO036",NA,NA,"","",25,5,"UP","0525HO036","","430073W",25,5,20,2,30,"AM",7,138,0,0,"0","","SPRING","6.73",48,80
"1157",25,5,"UP","0525HO001",NA,NA,"","",25,5,"UP","0525HO001","","",25,5,1,10,9,"AM",12,2,2,1,"0","","HOUSTON","357.5",48,79
"1158",25,5,"CSX","000224934",NA,NA,"","",25,5,"CSX","000224934","","",25,5,17,4,56,"AM",9,0,0,0,"0","","PIKEVILLE","0096.0",21,60
"1159",25,5,"CSX","000225150",NA,NA,"","",25,5,"ZPC","INDUSTRY","","",25,5,27,4,0,"PM",1,0,0,0,"0","","CONYERS","0140.0",13,75
"1160",25,5,"ATK","186168",NA,NA,"","",25,5,"ATK","186168","","",25,5,6,2,17,"AM",1,0,0,0,"0","","WASHINGTON","0000.0",11,55
"1161",25,5,"NS","160092",NA,NA,"","",25,5,"NS","160092","","",25,5,18,6,29,"PM",12,0,0,0,"0","","MACON","242",13,75
"1162",25,5,"ATK","186365",NA,NA,"","",25,5,"UP","0525LA016","","745856P",25,5,14,7,28,"PM",7,0,0,0,"0","","OXNARD","0407.1",6,61
"1163",25,5,"FEC","D20051525",NA,NA,"","",25,5,"FEC","D20051525","","",25,5,15,3,10,"PM",1,0,0,0,"0","","HIALEAH","369",12,87
"1164",25,5,"SEPA","SEPA051425",NA,NA,"","",25,5,"SEPA","SEPA051425","","",25,5,14,5,8,"PM",13,0,0,0,"0","","SECANE","8.8",42,64
"1165",25,5,"BEAR","BER213225D",NA,NA,"","",25,5,"BEAR","BER213225D","","",25,5,27,4,5,"PM",12,0,0,0,"0","","AYER","316",25,79
"1166",25,5,"KRR","KRR208525D",NA,NA,"","",25,5,"KRR","KRR208525D","","",25,5,21,2,0,"PM",1,0,0,0,"0","","HOPE","799",5,90
"1167",25,5,"CSX","000224807",NA,NA,"","",25,5,"CSX","000224807","","",25,5,8,11,30,"AM",12,0,0,0,"0","","DOTHAN","0783.0",1,80
"1168",25,5,"ATK","186414",NA,NA,"","",25,5,"ATK","186414","","",25,5,16,5,20,"AM",13,0,0,0,"0","","HARMANS","0109.0",24,67
"1169",25,5,"TRRA","25024",25,5,"UP","0525MA020",25,5,"TRRA","25024","","",25,5,17,10,8,"AM",1,0,0,0,"0","","EAST ST LOUIS","2.95",17,66
"1170",25,5,"UP","0525GC003",NA,NA,"","",25,5,"UP","0525GC003","","",25,5,5,3,10,"PM",12,0,0,0,"0","","LOTTIE","112.8",22,79
"1171",25,5,"UP","0525GP029",NA,NA,"","",25,5,"UP","0525GP029","","",25,5,29,10,10,"PM",1,0,0,0,"0","","BRIDGEPORT","117.5",31,60
"1172",25,5,"NS","160137",NA,NA,"","",25,5,"NS","160137","","481396G",25,5,23,9,52,"AM",7,0,0,0,"0","","KINGSTON","N662.0",39,68
"1173",25,5,"UP","0525GP019",NA,NA,"","",25,5,"UP","0525GP019","","",25,5,21,2,30,"AM",12,0,0,0,"0","","NORTH PLATTE","288.0",31,39
"1174",25,5,"WE","250044",NA,NA,"","",25,5,"WE","250044","","",25,5,7,1,25,"AM",4,0,0,0,"0","","PITTSBURGH","56",42,52
"1175",25,5,"BNSF","MT0525106",NA,NA,"","",25,5,"BNSF","MT0525106","","",25,5,9,6,59,"AM",1,29,2,0,"0","","GLENDIVE","215.2",30,56
"1176",25,5,"ATK","186172",NA,NA,"","",25,5,"ATK","186172","","",25,5,4,7,34,"PM",1,0,0,0,"0","","BOSTON","0000.0",25,50
"1177",25,5,"NS","160080",NA,NA,"","",25,5,"NS","160080","","",25,5,17,7,9,"AM",1,0,0,0,"0","","CHICAGO","UW001.",17,63
"1178",25,5,"UP","0525GC021",NA,NA,"","",25,5,"IPCZ","INDUSTRY","","",25,5,28,12,30,"PM",1,0,0,0,"0","","COUSHATTA","285.1",22,80
"1179",25,5,"WE","250042",NA,NA,"","",25,5,"WE","250042","","",25,5,4,1,45,"AM",4,0,0,0,"0","","MINGO JUNCTION","91.5",39,57
"1180",25,5,"NS","160214",NA,NA,"","",25,5,"NS","160214","","",25,5,30,11,40,"AM",1,0,0,0,"0","","CALEDONIA","S054.9",39,63
"1181",25,5,"UP","0525MA006",NA,NA,"","",25,5,"3MQ","INDUSTRY","","",25,5,7,5,51,"PM",1,0,0,0,"0","","LITTLE ROCK","309.62",5,75
"1182",25,5,"UP","0525MA009",NA,NA,"","",25,5,"UP","0525MA009","","",25,5,10,9,25,"PM",9,4,2,0,"0","","NORTH LITTLE ROCK","341.37",5,66
"1183",25,5,"BNSF","HL0525203",NA,NA,"","",25,5,"BNSF","HL0525203","","667969F",25,5,27,2,37,"PM",7,0,0,0,"0","","PORTIA","392.2",5,63
"1184",25,5,"UP","0525GP019",NA,NA,"","",25,5,"UP","0525GP019","","",25,5,21,2,30,"AM",12,0,0,0,"0","","NORTH PLATTE","288.0",31,39
"1185",25,5,"CSX","000224801",NA,NA,"","",25,5,"CSX","000224801","","",25,5,10,9,30,"PM",13,17,0,0,"0","","MOUNDSVILLE","0021.3",54,62
"1186",25,5,"BNSF","PR0525110",NA,NA,"","",25,5,"BNSF","PR0525110","","",25,5,26,12,18,"AM",1,0,0,0,"0","","LINGLE","72.2",56,65
"1187",25,5,"NS","160088",NA,NA,"","",25,5,"NS","160088","","",25,5,18,4,15,"AM",13,0,0,0,"0","","SANDUSKY","109",39,57
"1188",25,5,"BNSF","PR0525111",NA,NA,"","",25,5,"BNSF","PR0525111","","",25,5,28,10,14,"AM",1,0,0,0,"0","","HASTINGS","156.8",31,55
"1189",25,5,"UP","0525GC017",NA,NA,"","",25,5,"UP","0525GC017","","",25,5,18,3,0,"AM",1,0,0,0,"0","","PORT ALLEN","643.25",22,77
"1190",25,5,"BEAR","BER213225D",NA,NA,"","",25,5,"BEAR","BER213225D","","",25,5,27,4,5,"PM",12,0,0,0,"0","","AYER","316",25,79
"1191",25,5,"BNSF","RD0525102",NA,NA,"","",25,5,"BNSF","RD0525102","","",25,5,4,12,55,"AM",12,0,0,0,"0","","SILSBEE","150.8",48,62
"1192",25,5,"ATK","186601",NA,NA,"","",25,5,"ATK","186601","","",25,5,28,12,50,"AM",13,0,0,0,"0","","THORNDALE","0000.0",42,60
"1193",25,5,"UP","0525NC017",NA,NA,"","",25,5,"UP","0525NC017","","",25,5,15,2,45,"PM",6,0,0,0,"0","","COLFAX","141.08",6,72
"1194",25,5,"UP","0525GC026",NA,NA,"","",25,5,"UP","0525GC026","","",25,5,30,11,0,"AM",12,1,0,0,"0","","LOTTIE","112.6",22,85
"1195",25,5,"CSX","000224694",NA,NA,"","",25,5,"CSX","000224694","","",25,5,4,4,30,"AM",1,0,0,0,"0","","WEST POINT","0082.0",13,55
"1196",25,5,"NS","160080",NA,NA,"","",25,5,"NS","160080","","",25,5,17,7,9,"AM",1,0,0,0,"0","","CHICAGO","UW001.",17,63
"1197",25,5,"IC","1724643",NA,NA,"","",25,5,"IC","1724643","","",25,5,10,4,25,"PM",1,0,0,0,"0","","BATON ROUGE","363.9",22,70
"1198",25,5,"CSX","000224750",NA,NA,"","",25,5,"CSX","000224750","","",25,5,7,12,45,"PM",4,0,0,0,"0","","SELKIRK","0015.0",36,72
"1199",25,5,"BNSF","RD0525133",25,5,"PTRA","2025019",25,5,"PTRA","2025019","","",25,5,27,3,46,"AM",4,0,0,0,"0","","HOUSTON","3.8",48,75
"1200",25,5,"UP","0525NC010",NA,NA,"","",25,5,"UP","0525NC010","","753377F",25,5,10,1,59,"PM",7,1,0,0,"0","","RICHVALE","167.79",6,81
"1201",25,5,"WE","250042",NA,NA,"","",25,5,"WE","250042","","",25,5,4,1,45,"AM",4,3,3,0,"0","","MINGO JUNCTION","91.5",39,57
"1202",25,5,"WE","250048",NA,NA,"","",25,5,"FPTX","INDUSTRY","","",25,5,28,1,30,"PM",1,0,0,0,"0","","CLEVELAND","5.13",39,55
"1203",25,5,"UP","0525GC026",NA,NA,"","",25,5,"UP","0525GC026","","",25,5,30,11,0,"AM",12,0,0,0,"0","","LOTTIE","112.6",22,85
"1204",25,5,"UP","0525GP002",NA,NA,"","",25,5,"UP","0525GP002","","",25,5,7,11,50,"AM",1,0,0,0,"0","","DENVER","3.0",8,47
"1205",25,5,"UP","0525GP015",NA,NA,"","",25,5,"UP","0525GP015","","",25,5,18,9,40,"PM",13,0,0,0,"0","","EDGAR","228.44",31,62
"1206",25,5,"SKOL","250524001",NA,NA,"","",25,5,"SKOL","250524001","","",25,5,24,12,0,"PM",1,0,0,0,"0","","OSWEGO","365.5",20,68
"1207",25,5,"BNSF","CA0525112",NA,NA,"","",25,5,"BNSF","CA0525112","","",25,5,14,2,0,"AM",1,0,0,0,"0","","BARSTOW","3.1",6,50
"1208",25,5,"BNSF","CA0525112",NA,NA,"","",25,5,"BNSF","CA0525112","","",25,5,14,2,0,"AM",1,0,0,0,"0","","BARSTOW","3.1",6,50
"1209",25,5,"UP","0525GC003",NA,NA,"","",25,5,"UP","0525GC003","","",25,5,5,3,10,"PM",12,1,1,0,"0","","LOTTIE","112.8",22,79
"1210",25,5,"BNSF","CA0525127",NA,NA,"","",25,5,"BNSF","CA0525127","","",25,5,29,5,40,"AM",1,23,0,0,"0","","CALWA","994.5",6,68
"1211",25,5,"BRC","14881",NA,NA,"","",25,5,"BRC","14881","","",25,5,9,4,29,"PM",1,0,0,0,"0","","BEDFORD PARK","",17,52
"1212",25,5,"SKOL","250521002",NA,NA,"","",25,5,"SKOL","250521002","","",25,5,21,1,15,"AM",1,1,0,0,"0","","COFFEYVILLE","16.4",20,55
"1213",25,5,"UP","0525LA016",25,5,"ATK","186365",25,5,"UP","0525LA016","","745856P",25,5,14,7,28,"PM",7,0,0,0,"0","","OXNARD","407.8",6,66
"1214",25,5,"KO","250518002",NA,NA,"","",25,5,"KO","250518002","","",25,5,18,6,0,"PM",1,0,0,0,"0","","MODOC","692.6",20,78
"1215",25,5,"UP","0525GC016",NA,NA,"","",25,5,"UP","0525GC016","","",25,5,16,12,0,"PM",12,0,0,0,"0","","LOTTIE","112.5",22,85
"1216",25,5,"CSX","000225092",NA,NA,"","",25,5,"CSX","000225092","","",25,5,25,11,24,"AM",12,0,0,0,"0","","CINCINNATI","0003.0",39,66
"1217",25,5,"UP","0525ME018",NA,NA,"","",25,5,"UP","0525ME018","","",25,5,14,6,0,"AM",12,0,0,0,"0","","TUCSON","985.7",4,62
"1218",25,5,"RCPE","RCP213025G",NA,NA,"","",25,5,"RCPE","RCP213025G","","189747C",25,5,29,9,50,"AM",7,0,0,0,"0","","ST LAWRENCE","397.68",46,72
"1219",25,5,"RWRR","250509002",NA,NA,"","",25,5,"RWRR","250509002","","",25,5,9,3,3,"PM",1,0,0,0,"0","","WHITE LAKE","411.4",46,85
"1220",25,5,"NS","159956",NA,NA,"","",25,5,"NS","159956","","",25,5,6,6,40,"PM",1,1,0,0,"0","","WILMORE","95.7",21,66
"1221",25,5,"CSX","000224932",NA,NA,"","",25,5,"CSX","000224932","","",25,5,17,11,15,"AM",4,0,0,0,"0","","WALBRIDGE","0116.0",39,65
"1222",25,5,"CSX","000224932",NA,NA,"","",25,5,"CSX","000224932","","",25,5,17,11,15,"AM",4,0,0,0,"0","","WALBRIDGE","0116.0",39,65
"1223",25,5,"LI","85275",25,5,"LORQ","INDUSTRY",25,5,"LI","85275","","",25,5,2,3,45,"AM",11,0,0,0,"0","","MALVERNE","17",36,57
"1224",25,5,"UP","0525GP007",NA,NA,"","",25,5,"UP","0525GP007","","",25,5,13,1,0,"AM",12,0,0,0,"0","","NORTH PLATTE","287.58",31,67
"1225",25,5,"CSX","000224836",NA,NA,"","",25,5,"CSX","000224836","","",25,5,10,5,20,"AM",1,0,0,0,"0","","SELKIRK","0015.0",36,55
"1226",25,5,"WE","250044",NA,NA,"","",25,5,"WE","250044","","",25,5,7,1,25,"AM",4,46,1,0,"0","","PITTSBURGH","56",42,52
"1227",25,5,"ATK","186187",NA,NA,"","",25,5,"ATK","186187","","",25,5,6,8,55,"PM",13,0,0,0,"0","","WASHINGTON","0000.0",11,50
"1228",25,5,"ATK","188328",NA,NA,"","",25,5,"ATK","188328","","",25,5,17,1,50,"AM",13,0,0,0,"0","","WASHINGTON","0000.0",11,66
"1229",25,5,"RCPE","RCP214925D",NA,NA,"","",25,5,"RCPE","RCP214925D","","",25,5,30,7,14,"PM",1,0,0,0,"0","","QUINN","585.85",46,77
"1230",25,5,"ATK","186654",NA,NA,"","",25,5,"CSX","000225230","","",25,5,28,7,44,"AM",9,0,0,0,"0","","SEVILLE","0728.0",12,89
"1231",25,5,"KCT","U25052230",25,5,"UP","0525HL018",25,5,"KCT","U25052230","","",25,5,22,7,14,"PM",1,0,0,0,"0","","KANSAS CITY","8.2",29,68
"1232",25,5,"NS","159942",NA,NA,"","",25,5,"NS","159942","","477192N",25,5,5,2,36,"AM",7,0,0,0,"0","","PONETO","CF158.",18,60
"1233",25,5,"CSX","000224786",NA,NA,"","",25,5,"CSX","000224786","","",25,5,9,2,30,"AM",1,0,0,0,"0","","SMYRNA","0013.0",13,70
"1234",25,5,"ATK","186465",NA,NA,"","",25,5,"NS","160411","","",25,5,18,9,49,"AM",9,0,0,0,"0","","MONROE","0166.0",51,80
"1235",25,5,"BNSF","CA0525118",NA,NA,"","",25,5,"BNSF","CA0525118","","",25,5,20,11,21,"PM",1,41,0,0,"0","","CARSON","26.6",6,64
